-1.604938271604937905e-01,-4.444444444444444198e-01
-1.481481481481481399e-01,-4.814814814814815658e-01
7.407407407407408384e-02,-7.037037037037037202e-01
-1.728395061728395243e-01,-4.567901234567900981e-01
-1.851851851851852304e-01,-4.444444444444445308e-01
-4.320987654320988802e-02,-5.555555555555555802e-01
5.555555555555553859e-02,-6.666666666666668517e-01
-1.234567901234567833e-01,-5.061728395061727559e-01
5.555555555555555247e-02,-6.666666666666668517e-01
-1.419753086419753008e-01,-4.814814814814815658e-01
1.666666666666667129e-01,-7.654320987654322783e-01
6.167905692361980438e-18,-6.296296296296296502e-01
-1.481481481481481122e-01,-4.814814814814815658e-01
-1.481481481481481399e-01,-4.814814814814815658e-01
-1.728395061728395243e-01,-4.567901234567900981e-01
2.283950617283951601e-01,-8.395061728395061262e-01
7.407407407407405608e-02,-7.037037037037036091e-01
4.938271604938270637e-02,-6.666666666666668517e-01
-2.037037037037036646e-01,-4.197530864197531186e-01
7.407407407407411160e-02,-7.037037037037038312e-01
-1.234567901234567971e-01,-5.061728395061729779e-01
-3.703703703703703498e-02,-5.802469135802469369e-01
2.592592592592592449e-01,-8.765432098765434388e-01
8.641975308641974829e-02,-6.913580246913582084e-01
-1.851851851851851749e-01,-4.444444444444445308e-01
-1.481481481481481399e-01,-4.814814814814815658e-01
2.160493827160493985e-01,-8.148148148148146586e-01
-1.234567901234567694e-01,-5.061728395061728669e-01
-1.728395061728394966e-01,-4.567901234567900981e-01
-1.851851851851852304e-01,-4.444444444444445308e-01
-1.296296296296295947e-01,-4.938271604938272441e-01
-1.851851851851850708e-02,-6.049382716049381825e-01
3.703703703703705580e-02,-6.419753086419752730e-01
7.407407407407411160e-02,-7.037037037037036091e-01
7.407407407407408384e-02,-7.037037037037036091e-01
-1.851851851851851749e-01,-4.444444444444445308e-01
3.086419753086422010e-02,-6.419753086419753840e-01
7.407407407407411160e-02,-7.037037037037038312e-01
7.407407407407408384e-02,-7.037037037037038312e-01
4.938271604938272025e-02,-6.666666666666668517e-01
-1.851851851851852304e-01,-4.444444444444443643e-01
6.790123456790124468e-02,-6.913580246913582084e-01
-1.234567901234567833e-01,-5.061728395061727559e-01
-1.172839506172839441e-01,-5.061728395061728669e-01
-1.851851851851851749e-01,-4.320987654320987970e-01
-3.703703703703705580e-02,-5.802469135802469369e-01
8.024691358024692300e-02,-7.037037037037036091e-01
-1.604938271604938460e-01,-4.567901234567902091e-01
1.481481481481481399e-01,-7.530864197530865445e-01
-1.419753086419753008e-01,-4.814814814814815658e-01
-1.481481481481481399e-01,-4.814814814814815658e-01
-1.851851851851852304e-01,-4.444444444444445308e-01
1.419753086419753563e-01,-7.530864197530865445e-01
7.407407407407408384e-02,-7.037037037037038312e-01
-1.666666666666666574e-01,-4.567901234567901536e-01
-1.481481481481481399e-01,-4.814814814814814548e-01
2.469135802469136012e-02,-6.419753086419753840e-01
6.172839506172859113e-03,-6.049382716049384046e-01
-1.728395061728395243e-01,-4.444444444444445308e-01
4.320987654320988802e-02,-6.543209876543208958e-01
3.086419753086420970e-02,-6.296296296296296502e-01
-1.728395061728395521e-01,-4.567901234567902091e-01
1.233581138472396088e-17,-6.296296296296296502e-01
-1.975308641975308810e-01,-4.320987654320988525e-01
-1.851851851851852304e-01,-4.444444444444443643e-01
-1.481481481481481399e-01,-4.814814814814814548e-01
-1.296296296296296224e-01,-4.938271604938271886e-01
-1.234567901234567833e-01,-4.938271604938271886e-01
1.234567901234569220e-02,-6.049382716049384046e-01
-1.234567901234567278e-01,-5.061728395061729779e-01
-1.234567901234567971e-01,-5.061728395061729779e-01
1.234567901234568874e-02,-6.049382716049384046e-01
-1.172839506172839580e-01,-5.061728395061728669e-01
-9.876543209876542662e-02,-5.185185185185184897e-01
